가맹점코드,가맹점명,가맹주성함,가맹주번호,사업자번호,정보
70010100236,디오,신우수,010-8175-1978,795-75-13766,등록이 되어 있지 않습니다. 
13310500064,만물상회,윤나현,010-4134-3793,846-62-48714,등록이 되어 있습니다.
1485200540,(유)승락상회,최지현,010-2511-0070,559-67-63889,등록이 되어 있습니다.
13310500064,만물상회,이도준,010-9556-2633,864-67-77458,등록이 되어 있습니다.
15011800238,영등포청과시장상인회,서진태,010-2405-8085,695-66-88438,등록이 되어 있습니다.
44710100001,오산오색시장상인회,윤진민,010-3423-6899,961-44-92016,등록이 되어 있습니다.
38011000048,대한농산,박희우,010-7231-8803,135-99-99801,등록이 되어 있습니다.
61410900064,미나리상회,권서은,010-6371-3439,153-59-58819,등록이 되어 있습니다.
15010300177,제주상회,한수라,010-6173-0989,600-17-16180,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,김도라,010-0523-1873,608-39-66954,등록이 되어 있습니다.
60910200033,동림떡집,조하예,010-6186-0366,845-06-46621,등록이 되어 있습니다.
50110300117,꽃게수산(바다애),권윤준,010-1056-0419,635-00-29244,등록이 되어 있습니다.
2181200002,씨유 자갈치점,한건민,010-5236-6975,089-46-36835,등록이 되어 있습니다.
2043200033,노점,김시건,010-9414-9769,514-68-54702,등록이 되어 있습니다.
54010200080,노점상(과일),신예우,010-6604-6873,418-05-11669,등록이 되어 있습니다.
21710200001,속초중앙전통시장상인,이태태,010-0052-8568,802-50-31431,등록이 되어 있습니다.
40310300001,부평깡시장 상인회,홍희나,010-0987-2795,495-80-16271,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,한준우,010-6515-1644,061-96-82455,등록이 되어 있지 않습니다. 
58010200001,정읍샘고을시장상인회,강우시,010-8324-8613,069-73-70207,등록이 되어 있지 않습니다. 
14034200016,홍도어물,권준지,010-5780-4511,488-38-68426,등록이 되어 있지 않습니다. 
68010500001,야음상가시장상인회,박지희,010-4483-0178,315-55-39828,등록이 되어 있습니다.
7005200001,영남상회,권라우,010-6274-5821,421-61-11096,등록이 되어 있습니다.
70510300031,조선제과,박도수,010-6700-5582,918-85-14944,등록이 되어 있습니다.
70211000023,노점,최시태,010-8137-4797,793-98-45665,등록이 되어 있습니다.
60211100082,영동수산,임도도,010-8947-9911,987-00-10324,등록이 되어 있습니다.
35010100133,관성상회,한건은,010-6357-6302,427-31-92744,등록이 되어 있습니다.
61710100012,신용상회,권우수,010-1709-5047,730-84-86370,등록이 되어 있습니다.
50210400155,서부상회,권예건,010-8273-6708,703-02-51823,등록이 되어 있습니다.
65010300118,산새상회,권라준,010-2365-8202,248-39-23206,등록이 되어 있습니다.
15310200392,참좋은견과류,김유윤,010-6139-4432,406-59-87731,등록이 되어 있습니다.
61411200072,김해상회,정은도,010-2125-9764,886-57-23621,등록이 되어 있습니다.
50110100001,광주전자의거리,홍지시,010-5545-7690,549-00-84268,등록이 되어 있습니다.
50210300694,우진상회,최하현,010-6535-8499,642-66-50141,등록이 되어 있습니다.
4050200039,대성수산,조유시,010-3714-6242,790-78-56392,등록이 되어 있습니다.
21010600002,주문진수산시장,윤지서,010-0650-4567,389-49-34078,등록이 되어 있습니다.
38010100188,무학시장상인회,홍현진,010-6343-7389,244-64-29450,등록이 되어 있습니다.
70213100001,칠성상가시장상인회,윤서서,010-7898-7132,768-32-11322,등록이 되어 있습니다.
4050200039,대성수산,이하나,010-0932-4539,993-71-21592,등록이 되어 있습니다.
4050200039,대성수산,최시희,010-7467-5005,210-46-43788,등록이 되어 있습니다.
54810100037,고흥수산물상회,조희현,010-3701-5131,350-35-99529,등록이 되어 있습니다.
13310500488,(주)이삭미트,조수라,010-1614-3544,009-19-14407,등록이 되어 있습니다.
6004200023,농업회사법인 (주),김준시,010-2448-5454,718-26-60503,등록이 되어 있습니다.
14032100001,목포자유시장상인회,홍지지,010-4135-7981,936-73-94186,등록이 되어 있습니다.
66011500069,보생상사,신은윤,010-2312-7143,444-75-85765,등록이 되어 있습니다.
14032100001,목포자유시장상인회,최윤희,010-8963-8888,107-99-65422,등록이 되어 있습니다.
2280200089,맑은나라,윤진유,010-6262-6642,725-68-38058,등록이 되어 있습니다.
60010700001,보수종합시장,신수나,010-2986-2933,219-16-47289,등록이 되어 있습니다.
79110400544,해도상회,신현민,010-5743-5468,479-90-90756,등록이 되어 있습니다.
57010100001,북부시장상인회,서진태,010-9455-7604,570-68-63102,등록이 되어 있습니다.
9201200112,띠아모매트,서나건,010-1614-5693,017-25-14482,등록이 되어 있습니다.
59010100001,남원공설시장상인회,이하라,010-4873-9066,159-09-47411,등록이 되어 있습니다.
70210700001,칠성시장상인회,홍하하,010-1466-0665,289-26-87231,등록이 되어 있습니다.
75010900004,여러분식육유통,송현시,010-6087-9851,586-64-96424,등록이 되어 있습니다.
79110400720,장은종합수산,윤지예,010-8228-7784,755-68-35617,등록이 되어 있지 않습니다. 
12061200084,베이비베네피아천안점,강민도,010-8869-6619,268-20-40166,등록이 되어 있습니다.
66610100050,지리산산약초,조예하,010-3332-1986,399-87-33332,등록이 되어 있습니다.
13310500360,신호미트,권건윤,010-2703-9925,683-49-37468,등록이 되어 있습니다.
61710900002,장원,이도수,010-3541-7359,654-25-98123,등록이 되어 있습니다.
15310100001,별빛남문시장상점가진,강준도,010-1393-3550,364-90-60475,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,조시우,010-9658-5453,633-33-72340,등록이 되어 있습니다.
70210100650,노점,홍희진,010-3077-5806,635-53-74442,등록이 되어 있습니다.
16232200053,한우리식품,이진시,010-9592-6190,893-60-33483,등록이 되어 있습니다.
50210400187,흥선유통,정유태,010-4950-4019,335-20-14444,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,최우윤,010-0702-0103,434-82-04572,등록이 되어 있습니다.
76710400009,피에이티 울진점,송예라,010-2903-8117,636-60-60725,등록이 되어 있습니다.
13810400001,풍납시장상인회,윤민수,010-9146-0249,479-61-04847,등록이 되어 있습니다.
60610100001,영도봉래시장,권나윤,010-0040-1662,977-53-73246,등록이 되어 있지 않습니다. 
53010700087,동부축산,정진도,010-5185-1462,953-26-22621,등록이 되어 있지 않습니다. 
30610400139,제주상회,송하건,010-0967-0539,772-48-14426,등록이 되어 있지 않습니다. 
60110100001,(사)부산진시장번영,홍민하,010-9393-2445,890-80-69847,등록이 되어 있습니다.
61710100168,진양상회,송민준,010-6067-7148,439-23-56391,등록이 되어 있습니다.
70212400001,본시장,송하은,010-7447-3672,664-10-84318,등록이 되어 있습니다.
13310500313,문경한우,박하서,010-4318-8365,673-51-71271,등록이 되어 있습니다.
5040200003,진미민물,박서유,010-4054-5662,626-25-48940,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,송우하,010-0667-7267,528-61-95428,등록이 되어 있습니다.
79110300077,참푸른닭오리,한하시,010-9828-8596,852-54-94744,등록이 되어 있습니다.
79110300077,참푸른닭오리,윤유유,010-9982-3096,412-38-59221,등록이 되어 있습니다.
40210200064,청미포크,최은민,010-0234-7342,326-67-98122,등록이 되어 있습니다.
56010300264,55번생선,김서하,010-2098-4338,709-85-14915,등록이 되어 있지 않습니다. 
61110200017,청도상회,서은하,010-8980-6733,861-25-45864,등록이 되어 있습니다.
56010300264,55번생선,최시진,010-5304-1966,388-70-99706,등록이 되어 있습니다.
61710100249,승지상회,이도민,010-0968-8319,970-00-59467,등록이 되어 있습니다.
70211800021,달성상사,조수나,010-0435-9278,111-94-37518,등록이 되어 있습니다.
70011000001,건해산물상인회,권유유,010-4830-3984,419-92-67665,등록이 되어 있습니다.
30011000049,이태원,이태라,010-6887-3199,857-31-94294,등록이 되어 있지 않습니다. 
70210500010,충북상회,송은윤,010-4335-3494,322-44-97373,등록이 되어 있습니다.
50210300670,준경상회,강서라,010-7498-6713,155-44-51065,등록이 되어 있지 않습니다. 
50210300670,준경상회,강태시,010-3719-7486,391-98-21745,등록이 되어 있습니다.
30010100025,신도축산부산물,김태희,010-5634-3881,451-31-01670,등록이 되어 있지 않습니다. 
4059200013,만복래노점,서하수,010-6827-1369,432-29-47993,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,강건서,010-9017-9713,424-41-11654,등록이 되어 있지 않습니다. 
70310100121,서문시장2지구,신현수,010-8740-8822,795-04-59915,등록이 되어 있습니다.
56010400001,전주중앙상가시장상인,신태유,010-0578-6833,037-14-65373,등록이 되어 있습니다.
6004200023,농업회사법인 (주),신희민,010-3641-8807,567-10-44827,등록이 되어 있습니다.
68110200065,선우시장상인회,최예윤,010-2542-2630,192-69-84127,등록이 되어 있습니다.
47110100001,구리시장,박예나,010-9849-7422,785-53-55853,등록이 되어 있습니다.
56010500001,신중앙시장상인회,권민민,010-8032-8274,147-00-18735,등록이 되어 있습니다.
30610400222,두리유통종합물류,박희태,010-2426-8176,778-69-11421,등록이 되어 있습니다.
57010100024,홍진의류,이은유,010-7086-8879,976-96-05787,등록이 되어 있습니다.
15011800044,용인청과 농업회사법,조하나,010-0911-2987,168-62-84162,등록이 되어 있습니다.
55011900022,영광상회,조진윤,010-4845-7057,651-91-53025,등록이 되어 있습니다.
68910100013,시장과일,박시은,010-8948-7948,348-30-59558,등록이 되어 있습니다.
13011300086,푸른농산,송윤준,010-9658-8950,229-30-32114,등록이 되어 있지 않습니다. 
70210100653,㈜용궁냉동,윤민서,010-9508-0041,499-76-49852,등록이 되어 있습니다.
64110700387,상남식자재,한은윤,010-5643-9150,028-38-36980,등록이 되어 있습니다.
70610300205,오성유통,정도시,010-5283-1103,890-13-19735,등록이 되어 있습니다.
61710100247,칠성상회,송현건,010-3093-6006,103-91-48920,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,서수서,010-2786-4101,317-98-06845,등록이 되어 있습니다.
53010600012,화성상회,서건유,010-2477-2349,851-94-05574,등록이 되어 있습니다.
54010200241,노점,송지민,010-6343-7293,339-09-37470,등록이 되어 있습니다.
60010200206,일성상회,정은예,010-9686-6764,645-28-23416,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,윤은서,010-1364-6640,785-94-99579,등록이 되어 있습니다.
40010811881,화신수산,강우지,010-9379-0458,694-45-77938,등록이 되어 있습니다.
46211400040,풍년쌀상회,정민건,010-7879-3900,010-55-82328,등록이 되어 있습니다.
60010200034,왕대수산,임시시,010-9062-0756,289-60-45860,등록이 되어 있습니다.
13112200063,태복정육점,홍서은,010-1250-4196,048-00-63340,등록이 되어 있습니다.
61111700002,세영식품,정수우,010-8314-9218,008-61-88129,등록이 되어 있습니다.
13011700530,두성상회,김태진,010-8417-5304,610-72-72224,등록이 되어 있습니다.
57010100209,신영생선,조윤태,010-4708-5947,888-33-04283,등록이 되어 있습니다.
70412400077,아름무역,김진라,010-7291-8916,139-27-32627,등록이 되어 있습니다.
22010500018,부론상회,송지현,010-9864-7180,101-86-13047,등록이 되어 있습니다.
30010800059,빙그레식당,정태나,010-5226-6743,495-57-81415,등록이 되어 있습니다.
57010100001,북부시장상인회,강우윤,010-7612-2187,262-02-64875,등록이 되어 있습니다.
14032100001,목포자유시장상인회,임현수,010-1193-1026,339-56-74689,등록이 되어 있습니다.
14162200012,이레,강수민,010-9729-1994,250-54-65637,등록이 되어 있습니다.
5041200011,서부직매장,임진희,010-1322-8714,085-15-21723,등록이 되어 있습니다.
13310500252,주식회사대성한우,송도건,010-9669-8139,995-79-45238,등록이 되어 있습니다.
79110400544,해도상회,송희하,010-7137-0388,097-67-23226,등록이 되어 있습니다.
75010900004,여러분식육유통,김하현,010-6823-7037,252-25-45962,등록이 되어 있습니다.
9201200112,띠아모매트,한서도,010-6456-5568,953-44-56973,등록이 되어 있습니다.
64110700387,상남식자재,정준도,010-8890-5979,849-92-20442,등록이 되어 있습니다.
30010700278,대전계산기,김진우,010-8249-7552,816-93-55657,등록이 되어 있습니다.
40010810303,선도7호 옥진상회,윤유서,010-2741-6520,551-90-38493,등록이 되어 있습니다.
61411300488,대흥인삼,서희도,010-2151-2945,120-97-98558,등록이 되어 있습니다.
15010900257,영등포전통시장상인회,박하준,010-3299-6265,666-45-48527,등록이 되어 있습니다.
2069200005,해조원,홍윤은,010-9497-3702,379-27-40637,등록이 되어 있습니다.
63010100003,금호상회,정유진,010-1675-7544,884-69-92914,등록이 되어 있습니다.
12010300117,금릉상회,강우지,010-4879-4791,340-64-61873,등록이 되어 있습니다.
55011000006,건어물중매인95호(,윤태서,010-9116-3970,277-99-56667,등록이 되어 있습니다.
76010200415,꼬꼬센타,한우희,010-8556-1574,585-27-68699,등록이 되어 있습니다.
61710900002,장원,강진예,010-1410-2621,953-84-49625,등록이 되어 있습니다.
13010400072,공주물산,임라진,010-2236-7482,769-14-81759,등록이 되어 있습니다.
73010400106,선산봉황시장상인회,임민지,010-8166-6827,470-82-43757,등록이 되어 있습니다.
53010800027,학산상회,홍건태,010-3134-5523,313-21-01244,등록이 되어 있지 않습니다. 
60610200082,영광축산,권예라,010-3464-8964,116-85-79898,등록이 되어 있습니다.
63110200677,대성활어,홍진건,010-5962-1091,882-29-29062,등록이 되어 있습니다.
60711200043,생선백화점,최예수,010-0988-7754,030-12-86593,등록이 되어 있습니다.
70610500124,태산양곡,이도나,010-6451-8973,906-31-59502,등록이 되어 있습니다.
36010500353,증평국수,김하수,010-3064-6160,679-37-66540,등록이 되어 있습니다.
50210300015,양동식육점,권시준,010-6111-0918,112-55-74831,등록이 되어 있습니다.
54010200058,보수청과,한유라,010-3150-6859,988-52-65773,등록이 되어 있습니다.
43010200001,안양남부시장상인회,최태윤,010-5219-5261,402-23-51256,등록이 되어 있지 않습니다. 
79110300077,참푸른닭오리,정유예,010-8621-1175,498-05-33141,등록이 되어 있습니다.
13012400001,청량리수산시장상인회,홍예수,010-2135-1097,439-60-42178,등록이 되어 있습니다.
70210100649,㈜예성농산 농업회사,이예지,010-7748-9256,978-31-96360,등록이 되어 있지 않습니다. 
50210300518,점순상회,권윤지,010-9041-9349,722-65-15070,등록이 되어 있습니다.
62710200118,온유손뜨개,임서윤,010-1012-5908,843-08-90096,등록이 되어 있습니다.
70210100045,산들샘,서태진,010-6793-7575,999-79-18275,등록이 되어 있습니다.
10010200282,첼루빠빠,신희도,010-9391-1228,990-42-95657,등록이 되어 있지 않습니다. 
63110200001,마산시어시장상인회,최윤희,010-7035-3850,240-07-29541,등록이 되어 있습니다.
6014200005,충청농산,김유라,010-5188-4022,916-98-56325,등록이 되어 있습니다.
13310500299,웅진축산,권시라,010-9680-2767,398-44-71497,등록이 되어 있습니다.
10010101209,세기모자,최준유,010-1568-1326,504-31-17754,등록이 되어 있습니다.
70011200008,영천참기름,정지은,010-5414-0229,201-52-16800,등록이 되어 있지 않습니다. 
61610100110,노점,강유서,010-6424-2882,926-93-63875,등록이 되어 있습니다.
3051200025,디오디대구성서점,홍민나,010-7311-8540,259-64-84766,등록이 되어 있습니다.
55012200128,승조식품,박건예,010-5029-0494,770-44-71682,등록이 되어 있습니다.
2181200002,씨유 자갈치점,임예진,010-9369-9362,458-14-59786,등록이 되어 있지 않습니다. 
70510800006,봉덕신시장상인회,최하은,010-1329-9511,228-41-26028,등록이 되어 있습니다.
74210700043,올품상주대리점,김건진,010-3772-5099,278-96-36570,등록이 되어 있습니다.
10010500001,평화시장상인연합회,정진시,010-3836-5193,670-54-36220,등록이 되어 있습니다.
2279200012,창우수산,한은예,010-3567-8298,877-74-29149,등록이 되어 있지 않습니다. 
54010200241,노점,권윤준,010-6213-9799,768-66-16979,등록이 되어 있습니다.
70010200053,가창방앗간,홍태우,010-7136-6202,259-87-59548,등록이 되어 있지 않습니다. 
42010200001,부천상동시장상인회,송예희,010-5743-4599,949-31-73393,등록이 되어 있지 않습니다. 
21710200001,속초중앙전통시장상인,김윤희,010-0016-1652,074-67-53298,등록이 되어 있지 않습니다. 
10011500206,엄마방,최예서,010-4483-0284,974-51-17586,등록이 되어 있지 않습니다. 
50110300232,이천상사,이유나,010-8647-5500,875-29-83873,등록이 되어 있지 않습니다. 
70510800006,봉덕신시장상인회,최지민,010-0235-6704,247-17-28276,등록이 되어 있지 않습니다. 
70510800006,봉덕신시장상인회,권희윤,010-8948-6353,429-98-92738,등록이 되어 있지 않습니다. 
70510800006,봉덕신시장상인회,이태희,010-1219-8262,529-29-96923,등록이 되어 있지 않습니다. 
61410500036,15번상회,홍지건,010-9838-9457,124-04-23076,등록이 되어 있지 않습니다. 
38010800013,하나청과,송예민,010-2232-5785,523-08-52296,등록이 되어 있습니다.
40010811881,화신수산,임은윤,010-8251-6851,539-08-27325,등록이 되어 있습니다.
70213100001,칠성상가시장상인회,송희민,010-1961-0657,318-81-27920,등록이 되어 있습니다.
70213100001,칠성상가시장상인회,홍하우,010-8689-7035,611-22-11915,등록이 되어 있습니다.
50210400112,신진수산,서시하,010-8250-9316,752-75-23843,등록이 되어 있습니다.
60010200034,왕대수산,강유수,010-0381-9880,268-70-48934,등록이 되어 있습니다.
60010200112,부전상회,최서하,010-6896-3034,465-90-95653,등록이 되어 있습니다.
79110400671,강원민물,홍서건,010-4160-6878,104-94-43476,등록이 되어 있습니다.
70211600001,"칠성진,경명시장상인",한민서,010-6229-4955,305-56-89480,등록이 되어 있습니다.
61310200001,남천해변시장,윤도나,010-3121-0793,991-98-02861,등록이 되어 있습니다.
15093200010,일진푸드,박건진,010-6539-1151,930-73-95395,등록이 되어 있습니다.
70210500154,대흥상회,박도건,010-6342-0820,058-51-08971,등록이 되어 있습니다.
13610100001,돈암시장상인회,임희민,010-1457-0806,336-10-56568,등록이 되어 있지 않습니다. 
33110600001,명동대흥로상인회,박진희,010-7149-4929,903-80-11441,등록이 되어 있습니다.
57010100209,신영생선,한시건,010-1659-9806,259-05-18102,등록이 되어 있습니다.
76710200076,신미혼수방,김준희,010-4578-5803,976-70-82528,등록이 되어 있습니다.
42210500021,부흥떡방앗간,정지유,010-9723-3937,736-21-85994,등록이 되어 있습니다.
40710111788,노점,최수도,010-3925-3251,678-86-77628,등록이 되어 있습니다.
30210200344,떡메랑,최태수,010-8614-9608,786-11-59077,등록이 되어 있습니다.
57011100223,별미떡방앗간,조유준,010-4565-6506,696-36-05293,등록이 되어 있습니다.
61610100104,동성푸드,윤은현,010-5655-6293,142-76-97192,등록이 되어 있습니다.
13310500488,(주)이삭미트,송건현,010-6267-3568,944-33-71955,등록이 되어 있습니다.
61610100104,동성푸드,신민진,010-4623-6374,330-50-21350,등록이 되어 있습니다.
40310400001,부평종합시장상인회,최우라,010-9507-7370,229-20-26148,등록이 되어 있습니다.
56010300255,송원농산,강민우,010-9532-9740,903-41-57021,등록이 되어 있습니다.
78010300336,행복유통,김현수,010-5064-2056,713-13-85457,등록이 되어 있습니다.
13610100001,돈암시장상인회,송희민,010-6871-9628,254-59-66092,등록이 되어 있습니다.
70212400024,상우수산,홍윤현,010-6435-1726,278-08-22149,등록이 되어 있습니다.
21710200001,속초중앙전통시장상인,최진나,010-2675-8384,112-25-89307,등록이 되어 있습니다.
70210700855,대창상회,송유우,010-7459-1551,527-84-81434,등록이 되어 있지 않습니다. 
10010500001,평화시장상인연합회,서건진,010-1317-5309,338-31-47829,등록이 되어 있습니다.
54010200171,수창수산(수창상회),최수유,010-3310-1399,442-79-68072,등록이 되어 있습니다.
54010200171,수창수산(수창상회),송준진,010-7432-4237,273-75-43525,등록이 되어 있습니다.
61710900002,장원,홍수하,010-8128-7121,168-90-06393,등록이 되어 있습니다.
70212010000,주식회사태현유통산격,조준유,010-7433-4703,277-78-42479,등록이 되어 있습니다.
70210100612,삼신상회,송우서,010-9738-2387,027-82-65679,등록이 되어 있습니다.
13012400117,음성수산,윤준도,010-1108-7782,294-76-79896,등록이 되어 있습니다.
50210200001,양동복개상가상인회,조희현,010-5039-3218,179-89-51723,등록이 되어 있습니다.
70212010000,주식회사태현유통산격,한나진,010-5469-6876,352-13-55616,등록이 되어 있습니다.
40210511590,일성유통,서민수,010-9205-5499,956-69-83765,등록이 되어 있습니다.
58010400020,노송상회,권라시,010-3574-8795,660-89-81664,등록이 되어 있습니다.
50210300518,점순상회,한시수,010-7632-8264,075-20-46479,등록이 되어 있습니다.
70212000050,동원유통,윤하나,010-5462-3542,041-89-46059,등록이 되어 있습니다.
16232200053,한우리식품,강태라,010-9976-6765,205-20-08190,등록이 되어 있습니다.
3051200010,대구성서데상트,송윤하,010-2212-2178,344-68-63056,등록이 되어 있습니다.
30110100036,노점,조예예,010-4306-5195,818-25-77262,등록이 되어 있지 않습니다. 
50211200045,무등식육점,조건지,010-7980-5119,031-38-18811,등록이 되어 있습니다.
15010300163,영동상회,박태수,010-3590-5456,721-56-05422,등록이 되어 있습니다.
30610400184,열린유통,한준시,010-9565-3516,412-37-69319,등록이 되어 있습니다.
9081200011,드림유통,김준지,010-9098-4452,871-11-18592,등록이 되어 있습니다.
5040200003,진미민물,조서지,010-6984-1083,560-66-69071,등록이 되어 있습니다.
50110300311,더드림농수산,김나현,010-7815-0172,811-44-10947,등록이 되어 있습니다.
61710100109,대성마늘,서건시,010-3682-2583,761-71-50120,등록이 되어 있습니다.
70210500210,대아유통,김지우,010-8331-5812,947-54-83145,등록이 되어 있습니다.
70210700001,칠성시장상인회,박희윤,010-0116-4527,182-36-03758,등록이 되어 있지 않습니다. 
32010200283,왕대수산,한희희,010-0689-8710,103-60-12962,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,권지희,010-8856-7050,789-28-63937,등록이 되어 있습니다.
70210700001,칠성시장상인회,권민우,010-0352-5889,997-17-54314,등록이 되어 있습니다.
70310200135,영남양곡상회,윤예윤,010-9551-0016,661-59-69557,등록이 되어 있습니다.
62710200118,온유손뜨개,최지건,010-2125-8743,595-65-42128,등록이 되어 있습니다.
33010500103,우성식품,최나유,010-2227-4732,512-13-08192,등록이 되어 있습니다.
40510200001,구월시장상인회,신예시,010-6454-0451,490-07-71791,등록이 되어 있습니다.
47710300011,가평금방,강지서,010-8080-0791,384-88-12220,등록이 되어 있습니다.
70210500111,형제유통,강하지,010-3639-6221,776-95-30251,등록이 되어 있습니다.
14036200002,노점,홍우윤,010-8937-1632,008-50-66682,등록이 되어 있지 않습니다. 
79110400600,이광남(노점),송진나,010-7295-2816,840-61-91259,등록이 되어 있지 않습니다. 
40310300001,부평깡시장 상인회,신태은,010-3443-4095,343-35-78753,등록이 되어 있지 않습니다. 
60210700131,여경수산,강건서,010-4277-9851,279-03-60647,등록이 되어 있습니다.
70210400002,대륙수산,송민서,010-7491-8927,994-11-49307,등록이 되어 있지 않습니다. 
60210700131,여경수산,최하준,010-7924-3367,422-87-66016,등록이 되어 있지 않습니다. 
13011700340,광성상회,서시준,010-0312-0528,697-66-62999,등록이 되어 있습니다.
75011100083,우리한우직판장,윤민시,010-4989-4685,573-83-79570,등록이 되어 있지 않습니다. 
60410500072,들물횟집,홍유건,010-2247-5525,746-24-03518,등록이 되어 있지 않습니다. 
78010400059,철자상회,권유시,010-8481-0873,320-82-90305,등록이 되어 있습니다.
38010700385,충주자유시장상인회,최나태,010-8568-9723,315-23-48793,등록이 되어 있습니다.
56010400001,전주중앙상가시장상인,송지도,010-0306-0759,551-30-20792,등록이 되어 있습니다.
13011300086,푸른농산,한윤진,010-9223-5396,530-39-84385,등록이 되어 있습니다.
13011300086,푸른농산,권지서,010-0052-8975,762-15-83500,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,최라건,010-4772-2076,367-15-76870,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,최은진,010-8433-0350,338-75-27118,등록이 되어 있습니다.
64110700236,상남닭,조준태,010-3910-4289,844-28-40882,등록이 되어 있습니다.
61710100235,경남상회,정하도,010-7148-0737,617-02-42249,등록이 되어 있습니다.
2181200002,씨유 자갈치점,조우수,010-5806-9537,458-48-88678,등록이 되어 있지 않습니다. 
40310300263,두한상회,김진시,010-4233-4202,275-05-56175,등록이 되어 있습니다.
70510800006,봉덕신시장상인회,조서현,010-6895-1178,831-44-84186,등록이 되어 있습니다.
70210700001,칠성시장상인회,한지서,010-5559-3603,447-90-27973,등록이 되어 있습니다.
70210100653,㈜용궁냉동,김유민,010-9744-7211,726-06-67225,등록이 되어 있습니다.
64110700387,상남식자재,권지현,010-5980-8447,823-02-11577,등록이 되어 있습니다.
65010300118,산새상회,한예윤,010-6077-2542,127-23-36030,등록이 되어 있습니다.
60210100001,충무동새벽시장,김예하,010-2137-4201,567-37-00204,등록이 되어 있지 않습니다. 
55010600028,엄마손식품,신수태,010-1979-3391,426-81-97209,등록이 되어 있습니다.
70510300031,조선제과,서현준,010-5992-2140,996-31-04700,등록이 되어 있습니다.
70210300001,대구청과시장상인회,조하희,010-7044-1980,834-77-10329,등록이 되어 있습니다.
61111700002,세영식품,송라수,010-2154-2192,949-78-47888,등록이 되어 있습니다.
2130200010,명동찌개마을 대신점,윤은시,010-5551-7829,471-34-72196,등록이 되어 있습니다.
60010200182,진영수산,조민지,010-4246-2935,346-90-12694,등록이 되어 있습니다.
13310500500,주식회사백두한우,박하도,010-1588-0998,733-70-51797,등록이 되어 있지 않습니다. 
70213100001,칠성상가시장상인회,윤수준,010-1098-8928,440-22-58579,등록이 되어 있습니다.
70213100001,칠성상가시장상인회,김건시,010-5866-1386,815-04-99459,등록이 되어 있습니다.
56010500088,남해수산,서현건,010-2660-6117,073-32-31785,등록이 되어 있습니다.
56010500088,남해수산,박태현,010-5615-4173,736-11-14214,등록이 되어 있습니다.
13310500500,주식회사백두한우,서도지,010-7623-0670,241-38-05416,등록이 되어 있지 않습니다. 
4050200039,대성수산,정하현,010-1533-5767,568-15-88859,등록이 되어 있지 않습니다. 
70210700001,칠성시장상인회,최하희,010-8718-7080,233-33-95377,등록이 되어 있지 않습니다. 
12030200001,하경야채덕,김은수,010-2742-5362,390-90-32883,등록이 되어 있지 않습니다. 
70211800003,안평상회,김준서,010-6910-1989,728-82-15605,등록이 되어 있지 않습니다. 
79110800036,영일만수산,강지우,010-3570-9502,314-05-45876,등록이 되어 있지 않습니다. 
30010700297,미래수산,정희하,010-0922-5375,222-46-26637,등록이 되어 있지 않습니다. 
66011500001,진주논개시장상인회,이우현,010-6917-9941,733-94-73017,등록이 되어 있지 않습니다. 
66011500001,진주논개시장상인회,홍태은,010-9889-8654,386-23-90512,등록이 되어 있지 않습니다. 
6004200023,농업회사법인 (주),서라유,010-9506-6541,331-37-18249,등록이 되어 있지 않습니다. 
61610100104,동성푸드,강유하,010-3992-3854,993-68-10412,등록이 되어 있지 않습니다. 
40310313996,대양농수산,박건윤,010-3226-4901,262-68-77138,등록이 되어 있습니다.
79110400544,해도상회,김준유,010-0988-4851,020-35-34257,등록이 되어 있습니다.
57910100001,부안상설시장상인회,김준희,010-7376-0564,882-07-80827,등록이 되어 있습니다.
60010200115,잠수기중매1번,최지시,010-7100-4139,478-70-81044,등록이 되어 있습니다.
61411300488,대흥인삼,박라현,010-5728-7795,703-36-90822,등록이 되어 있습니다.
46210700015,연합쌀상회,박준우,010-8299-8921,668-66-57440,등록이 되어 있습니다.
42010300154,세라젬 클럽밸런스5,최진희,010-7823-9328,299-63-84088,등록이 되어 있습니다.
15011800233,신거창(주),임수윤,010-4372-7535,118-27-27918,등록이 되어 있습니다.
13310500360,신호미트,조나준,010-4759-4945,878-40-07083,등록이 되어 있지 않습니다. 
13610800012,유정식품,송수지,010-1933-1480,970-23-57497,등록이 되어 있습니다.
2069200005,해조원,권태민,010-7621-5250,102-10-17851,등록이 되어 있습니다.
60110500179,동양식품,정도유,010-9579-0586,902-85-20507,등록이 되어 있습니다.
68110800124,태화종합시장 상인회,이하우,010-0246-0111,384-69-53854,등록이 되어 있습니다.
16136200010,창원농산,정시진,010-5050-3497,409-92-29875,등록이 되어 있습니다.
13310500535,마장축산물시장상인회,박서수,010-1539-4920,603-29-05667,등록이 되어 있지 않습니다. 
